1,1,70,1,No Collection,No Collection,No Collection
24152,58027,24,1,NULL,Field Harvest,No comments
24153,58028,24,1,NULL,Field Harvest,No comments
24154,58030,24,1,NULL,Field Harvest,No comments
24155,58032,24,1,NULL,Field Harvest,No comments
24156,58033,24,1,NULL,Field Harvest,No comments
24157,58034,24,1,NULL,Field Harvest,No comments
24158,58035,24,1,NULL,Field Harvest,No comments
24159,58037,24,1,NULL,Field Harvest,No comments
24160,58038,24,1,NULL,Field Harvest,No comments
24161,58040,24,1,NULL,Field Harvest,No comments
24162,58041,24,1,NULL,Field Harvest,No comments
24163,58044,24,1,NULL,Field Harvest,No comments
24164,58045,24,1,NULL,Field Harvest,No comments
24165,58046,24,1,NULL,Field Harvest,No comments
24166,58047,24,1,NULL,Field Harvest,No comments
24167,58048,24,1,NULL,Field Harvest,No comments
24168,58049,24,1,NULL,Field Harvest,No comments
24169,58051,24,1,NULL,Field Harvest,No comments
24170,58052,24,1,NULL,Field Harvest,No comments
24171,58053,24,1,NULL,Field Harvest,No comments
24172,58054,24,1,NULL,Field Harvest,No comments
24173,58055,24,1,NULL,Field Harvest,No comments
24174,58056,24,1,NULL,Field Harvest,No comments
24175,58057,24,1,NULL,Field Harvest,No comments
24176,58058,24,1,NULL,Field Harvest,No comments
24177,58061,24,1,NULL,Field Harvest,No comments
24178,58062,24,1,NULL,Field Harvest,No comments
24179,58063,24,1,NULL,Field Harvest,No comments
24180,58064,24,1,NULL,Field Harvest,No comments
24181,58065,24,1,NULL,Field Harvest,No comments
24182,58066,24,1,NULL,Field Harvest,No comments
24183,58067,24,1,NULL,Field Harvest,No comments
24184,58069,24,1,NULL,Field Harvest,No comments
24185,58070,24,1,NULL,Field Harvest,No comments
24186,58071,24,1,NULL,Field Harvest,No comments
24187,58073,24,1,NULL,Field Harvest,No comments
24188,58074,24,1,NULL,Field Harvest,No comments
24189,58075,24,1,NULL,Field Harvest,No comments
24190,58080,24,1,NULL,Field Harvest,No comments
24191,58081,24,1,NULL,Field Harvest,No comments
24192,58082,24,1,NULL,Field Harvest,No comments
24193,58083,24,1,NULL,Field Harvest,No comments
24194,58084,24,1,NULL,Field Harvest,No comments
24195,58085,24,1,NULL,Field Harvest,No comments
24196,58086,24,1,NULL,Field Harvest,No comments
24197,58087,24,1,NULL,Field Harvest,No comments
24198,58088,24,1,NULL,Field Harvest,No comments
24199,58089,24,1,NULL,Field Harvest,No comments
24200,58090,24,1,NULL,Field Harvest,No comments
24201,58091,24,1,NULL,Field Harvest,No comments
24202,58092,24,1,NULL,Field Harvest,No comments
24203,58095,24,1,NULL,Field Harvest,No comments
24204,58096,24,1,NULL,Field Harvest,No comments
24205,58097,24,1,NULL,Field Harvest,No comments
24206,58098,24,1,NULL,Field Harvest,No comments
24207,58099,24,1,NULL,Field Harvest,No comments
24208,58100,24,1,NULL,Field Harvest,No comments
24209,58102,24,1,NULL,Field Harvest,No comments
24210,58103,24,1,NULL,Field Harvest,No comments
24211,58104,24,1,NULL,Field Harvest,No comments
24212,58105,24,1,NULL,Field Harvest,No comments
24213,58106,24,1,NULL,Field Harvest,No comments
24214,58107,24,1,NULL,Field Harvest,No comments
24215,58108,24,1,NULL,Field Harvest,No comments
24216,58109,24,1,NULL,Field Harvest,No comments
24217,58112,24,1,NULL,Field Harvest,No comments
24218,58113,24,1,NULL,Field Harvest,No comments
24219,58115,24,1,NULL,Field Harvest,No comments
24220,58116,24,1,NULL,Field Harvest,No comments
24221,58117,24,1,NULL,Field Harvest,No comments
24222,58118,24,1,NULL,Field Harvest,No comments
24223,58119,24,1,NULL,Field Harvest,No comments
24224,58120,24,1,NULL,Field Harvest,No comments
24225,58121,24,1,NULL,Field Harvest,No comments
24226,58122,24,1,NULL,Field Harvest,No comments
24227,58124,24,1,NULL,Field Harvest,No comments
24228,58125,24,1,NULL,Field Harvest,No comments
24229,58126,24,1,NULL,Field Harvest,No comments
24230,58129,24,1,NULL,Field Harvest,No comments
24231,58130,24,1,NULL,Field Harvest,No comments
24232,58131,24,1,NULL,Field Harvest,No comments
24233,58132,24,1,NULL,Field Harvest,No comments
24234,58133,24,1,NULL,Field Harvest,No comments
24235,58134,24,1,NULL,Field Harvest,No comments
24236,58136,24,1,NULL,Field Harvest,No comments
24237,58137,24,1,NULL,Field Harvest,No comments
24238,58138,24,1,NULL,Field Harvest,No comments
24239,58139,24,1,NULL,Field Harvest,No comments
24240,58140,24,1,NULL,Field Harvest,No comments
24241,58141,24,1,NULL,Field Harvest,No comments
24242,58142,24,1,NULL,Field Harvest,No comments
24243,58143,24,1,NULL,Field Harvest,No comments
24244,58146,24,1,NULL,Field Harvest,No comments
24245,58147,24,1,NULL,Field Harvest,No comments
24246,58148,24,1,NULL,Field Harvest,No comments
24247,58149,24,1,NULL,Field Harvest,No comments
24248,58150,24,1,NULL,Field Harvest,No comments
24249,58151,24,1,NULL,Field Harvest,No comments
24250,58152,24,1,NULL,Field Harvest,No comments
24251,58154,24,1,NULL,Field Harvest,No comments
24252,58155,24,1,NULL,Field Harvest,No comments
24253,58156,24,1,NULL,Field Harvest,No comments
24254,58158,24,1,NULL,Field Harvest,No comments
24255,58159,24,1,NULL,Field Harvest,No comments
24256,58160,24,1,NULL,Field Harvest,No comments
24257,58165,24,1,NULL,Field Harvest,No comments
24258,58166,24,1,NULL,Field Harvest,No comments
24259,58167,24,1,NULL,Field Harvest,No comments
24260,58168,24,1,NULL,Field Harvest,No comments
24261,58169,24,1,NULL,Field Harvest,No comments
24262,58170,24,1,NULL,Field Harvest,No comments
24263,58171,24,1,NULL,Field Harvest,No comments
24264,58172,24,1,NULL,Field Harvest,No comments
24265,58173,24,1,NULL,Field Harvest,No comments
24266,58174,24,1,NULL,Field Harvest,No comments
24267,58175,24,1,NULL,Field Harvest,No comments
24268,58176,24,1,NULL,Field Harvest,No comments
24269,58177,24,1,NULL,Field Harvest,No comments
24270,58180,24,1,NULL,Field Harvest,No comments
24271,58181,24,1,NULL,Field Harvest,No comments
24272,58182,24,1,NULL,Field Harvest,No comments
24273,58183,24,1,NULL,Field Harvest,No comments
24274,58184,24,1,NULL,Field Harvest,No comments
24275,58185,24,1,NULL,Field Harvest,No comments
24276,58187,24,1,NULL,Field Harvest,No comments
24277,58188,24,1,NULL,Field Harvest,No comments
24278,58189,24,1,NULL,Field Harvest,No comments
24279,58190,24,1,NULL,Field Harvest,No comments
24280,58191,24,1,NULL,Field Harvest,No comments
24281,58192,24,1,NULL,Field Harvest,No comments
24282,58193,24,1,NULL,Field Harvest,No comments
24283,58194,24,1,NULL,Field Harvest,No comments
24284,58197,24,1,NULL,Field Harvest,No comments
24285,58198,24,1,NULL,Field Harvest,No comments
24286,58199,24,1,NULL,Field Harvest,No comments
24287,58200,24,1,NULL,Field Harvest,No comments
24288,58202,24,1,NULL,Field Harvest,No comments
24289,58203,24,1,NULL,Field Harvest,No comments
24290,58204,24,1,NULL,Field Harvest,No comments
24291,58205,24,1,NULL,Field Harvest,No comments
24292,58206,24,1,NULL,Field Harvest,No comments
24293,58207,24,1,NULL,Field Harvest,No comments
24294,58208,24,1,NULL,Field Harvest,No comments
24295,58210,24,1,NULL,Field Harvest,No comments
24296,58211,24,1,NULL,Field Harvest,No comments
24297,58214,24,1,NULL,Field Harvest,No comments
24298,58215,24,1,NULL,Field Harvest,No comments
24299,58216,24,1,NULL,Field Harvest,No comments
24300,58217,24,1,NULL,Field Harvest,No comments
24301,58218,24,1,NULL,Field Harvest,No comments
24302,58219,24,1,NULL,Field Harvest,No comments
24303,58221,24,1,NULL,Field Harvest,No comments
24304,58222,24,1,NULL,Field Harvest,No comments
24305,58223,24,1,NULL,Field Harvest,No comments
24306,58224,24,1,NULL,Field Harvest,No comments
24307,58225,24,1,NULL,Field Harvest,No comments
24308,58226,24,1,NULL,Field Harvest,No comments
24309,58227,24,1,NULL,Field Harvest,No comments
24310,58228,24,1,NULL,Field Harvest,No comments
24311,58231,24,1,NULL,Field Harvest,No comments
24312,58232,24,1,NULL,Field Harvest,No comments
24313,58233,24,1,NULL,Field Harvest,No comments
24314,58234,24,1,NULL,Field Harvest,No comments
24315,58235,24,1,NULL,Field Harvest,No comments
24316,58236,24,1,NULL,Field Harvest,No comments
24317,58237,24,1,NULL,Field Harvest,No comments
24318,58239,24,1,NULL,Field Harvest,No comments
24319,58240,24,1,NULL,Field Harvest,No comments
24320,58241,24,1,NULL,Field Harvest,No comments
24321,58243,24,1,NULL,Field Harvest,No comments
24322,58244,24,1,NULL,Field Harvest,No comments
24323,58245,24,1,NULL,Field Harvest,No comments
24324,58248,24,1,NULL,Field Harvest,No comments
24325,58249,24,1,NULL,Field Harvest,No comments
24326,58250,24,1,NULL,Field Harvest,No comments
24327,58251,24,1,NULL,Field Harvest,No comments
24328,58252,24,1,NULL,Field Harvest,No comments
24329,58253,24,1,NULL,Field Harvest,No comments
24330,58254,24,1,NULL,Field Harvest,No comments
24331,58255,24,1,NULL,Field Harvest,No comments
24332,58256,24,1,NULL,Field Harvest,No comments
24333,58257,24,1,NULL,Field Harvest,No comments
24334,58258,24,1,NULL,Field Harvest,No comments
24335,58259,24,1,NULL,Field Harvest,No comments
24336,58260,24,1,NULL,Field Harvest,No comments
24337,58261,24,1,NULL,Field Harvest,No comments
24338,58262,24,1,NULL,Field Harvest,No comments
24339,58263,24,1,NULL,Field Harvest,No comments
24340,58264,24,1,NULL,Field Harvest,No comments
24341,58265,24,1,NULL,Field Harvest,No comments
24342,58266,24,1,NULL,Field Harvest,No comments
24343,58267,24,1,NULL,Field Harvest,No comments
24344,58268,24,1,NULL,Field Harvest,No comments
24345,58269,24,1,NULL,Field Harvest,No comments
24346,58270,24,1,NULL,Field Harvest,No comments
24347,58271,24,1,NULL,Field Harvest,No comments
24348,58272,24,1,NULL,Field Harvest,No comments
24349,58273,24,1,NULL,Field Harvest,No comments
24350,58274,24,1,NULL,Field Harvest,No comments
24351,58275,24,1,NULL,Field Harvest,No comments
24352,58276,24,1,NULL,Field Harvest,No comments
24353,58277,24,1,NULL,Field Harvest,No comments
24354,58278,24,1,NULL,Field Harvest,No comments
24355,58279,24,1,NULL,Field Harvest,No comments
24356,58281,24,1,NULL,Field Harvest,No comments
24357,58282,24,1,NULL,Field Harvest,No comments
24358,58283,24,1,NULL,Field Harvest,No comments
24359,58284,24,1,NULL,Field Harvest,No comments
24360,58285,24,1,NULL,Field Harvest,No comments
24361,58286,24,1,NULL,Field Harvest,No comments
24362,58287,24,1,NULL,Field Harvest,No comments
24363,58288,24,1,NULL,Field Harvest,No comments
24364,58289,24,1,NULL,Field Harvest,No comments
24365,58290,24,1,NULL,Field Harvest,No comments
24366,58291,24,1,NULL,Field Harvest,No comments
24367,58292,24,1,NULL,Field Harvest,No comments
24368,58293,24,1,NULL,Field Harvest,No comments
24369,58294,24,1,NULL,Field Harvest,No comments
24370,58295,24,1,NULL,Field Harvest,No comments
24371,58296,24,1,NULL,Field Harvest,No comments
24372,58297,24,1,NULL,Field Harvest,No comments
24373,58298,24,1,NULL,Field Harvest,No comments
24374,58299,24,1,NULL,Field Harvest,No comments
24375,58300,24,1,NULL,Field Harvest,No comments
24376,58301,24,1,NULL,Field Harvest,No comments
24377,58302,24,1,NULL,Field Harvest,No comments
24378,58303,24,1,NULL,Field Harvest,No comments
24379,58304,24,1,NULL,Field Harvest,No comments
24380,58305,24,1,NULL,Field Harvest,No comments
24381,58306,24,1,NULL,Field Harvest,No comments
24382,58307,24,1,NULL,Field Harvest,No comments
24383,58308,24,1,NULL,Field Harvest,No comments
24384,58309,24,1,NULL,Field Harvest,No comments
24385,58310,24,1,NULL,Field Harvest,No comments
24386,58311,24,1,NULL,Field Harvest,No comments
24387,58312,24,1,NULL,Field Harvest,No comments
24388,58313,24,1,NULL,Field Harvest,No comments
24389,58314,24,1,NULL,Field Harvest,No comments
24390,58315,24,1,NULL,Field Harvest,No comments
24391,58316,24,1,NULL,Field Harvest,No comments
24392,58317,24,1,NULL,Field Harvest,No comments
24393,58318,24,1,NULL,Field Harvest,No comments
24394,58319,24,1,NULL,Field Harvest,No comments
24395,58320,24,1,NULL,Field Harvest,No comments
24396,58321,24,1,NULL,Field Harvest,No comments
24397,58322,24,1,NULL,Field Harvest,No comments
24398,58323,24,1,NULL,Field Harvest,No comments
24399,58324,24,1,NULL,Field Harvest,No comments
24400,58325,24,1,NULL,Field Harvest,No comments
24401,58326,24,1,NULL,Field Harvest,No comments
24402,58327,24,1,NULL,Field Harvest,No comments
24403,58328,24,1,NULL,Field Harvest,No comments
24404,58329,24,1,NULL,Field Harvest,No comments
24405,58330,24,1,NULL,Field Harvest,No comments
24406,58331,24,1,NULL,Field Harvest,No comments
24407,58332,24,1,NULL,Field Harvest,No comments
24408,58333,24,1,NULL,Field Harvest,No comments
24409,58334,24,1,NULL,Field Harvest,No comments
24410,58335,24,1,NULL,Field Harvest,No comments
24411,58336,24,1,NULL,Field Harvest,No comments
24412,58337,24,1,NULL,Field Harvest,No comments
24413,58338,24,1,NULL,Field Harvest,No comments
24414,58339,24,1,NULL,Field Harvest,No comments
24415,58340,24,1,NULL,Field Harvest,No comments
24416,58341,24,1,NULL,Field Harvest,No comments
24417,58342,24,1,NULL,Field Harvest,No comments
24418,58343,24,1,NULL,Field Harvest,No comments
24419,58344,24,1,NULL,Field Harvest,No comments
24420,58345,24,1,NULL,Field Harvest,No comments
24421,58346,24,1,NULL,Field Harvest,No comments
24422,58347,24,1,NULL,Field Harvest,No comments
24423,58348,24,1,NULL,Field Harvest,No comments
24424,58349,24,1,NULL,Field Harvest,No comments
24425,58350,24,1,NULL,Field Harvest,No comments
24426,58351,24,1,NULL,Field Harvest,No comments
24427,58352,24,1,NULL,Field Harvest,No comments
24428,58354,24,1,NULL,Field Harvest,No comments
24429,58355,24,1,NULL,Field Harvest,No comments
24430,58356,24,1,NULL,Field Harvest,No comments
24431,58357,24,1,NULL,Field Harvest,No comments
24432,58358,24,1,NULL,Field Harvest,No comments
24433,58359,24,1,NULL,Field Harvest,No comments
24434,58360,24,1,NULL,Field Harvest,No comments
24435,58361,24,1,NULL,Field Harvest,No comments
24436,58362,24,1,NULL,Field Harvest,No comments
24437,58363,24,1,NULL,Field Harvest,No comments
24438,58364,24,1,NULL,Field Harvest,No comments
24439,58365,24,1,NULL,Field Harvest,No comments
24440,58366,24,1,NULL,Field Harvest,No comments
24441,58367,24,1,NULL,Field Harvest,No comments
24442,58368,24,1,NULL,Field Harvest,No comments
24443,58369,24,1,NULL,Field Harvest,No comments
24444,58370,24,1,NULL,Field Harvest,No comments
24445,58371,24,1,NULL,Field Harvest,No comments
24446,58372,24,1,NULL,Field Harvest,No comments
24447,58373,24,1,NULL,Field Harvest,No comments
24448,58374,24,1,NULL,Field Harvest,No comments
24449,58375,24,1,NULL,Field Harvest,No comments
24450,58376,24,1,NULL,Field Harvest,No comments
24451,58377,24,1,NULL,Field Harvest,No comments
24452,58378,24,1,NULL,Field Harvest,No comments
24453,58379,24,1,NULL,Field Harvest,No comments
24454,58380,24,1,NULL,Field Harvest,No comments
24455,58381,24,1,NULL,Field Harvest,No comments
24456,58382,24,1,NULL,Field Harvest,No comments
24457,58383,24,1,NULL,Field Harvest,No comments
24458,58384,24,1,NULL,Field Harvest,No comments
24459,58385,24,1,NULL,Field Harvest,No comments
24460,58386,24,1,NULL,Field Harvest,No comments
24461,58387,24,1,NULL,Field Harvest,No comments
24462,58388,24,1,NULL,Field Harvest,No comments
24463,58389,24,1,NULL,Field Harvest,No comments
24464,58390,24,1,NULL,Field Harvest,No comments
24465,58391,24,1,NULL,Field Harvest,No comments
24466,58392,24,1,NULL,Field Harvest,No comments
24467,58393,24,1,NULL,Field Harvest,No comments
24468,58394,24,1,NULL,Field Harvest,No comments
24469,58395,24,1,NULL,Field Harvest,No comments
24470,58396,24,1,NULL,Field Harvest,No comments
24471,58397,24,1,NULL,Field Harvest,No comments
24472,58398,24,1,NULL,Field Harvest,No comments
24473,58399,24,1,NULL,Field Harvest,No comments
24474,58400,24,1,NULL,Field Harvest,No comments
24475,58401,24,1,NULL,Field Harvest,No comments
24476,58402,24,1,NULL,Field Harvest,No comments
24477,58403,24,1,NULL,Field Harvest,No comments
24478,58404,24,1,NULL,Field Harvest,No comments
24479,58405,24,1,NULL,Field Harvest,No comments
24480,58406,24,1,NULL,Field Harvest,No comments
24481,58407,24,1,NULL,Field Harvest,No comments
24482,58408,24,1,NULL,Field Harvest,No comments
24483,58409,24,1,NULL,Field Harvest,No comments
24484,58410,24,1,NULL,Field Harvest,No comments
24485,58411,24,1,NULL,Field Harvest,No comments
24486,58412,24,1,NULL,Field Harvest,No comments
24487,58413,24,1,NULL,Field Harvest,No comments
24488,58414,24,1,NULL,Field Harvest,No comments
24489,58415,24,1,NULL,Field Harvest,No comments
24490,58416,24,1,NULL,Field Harvest,No comments
24491,58417,24,1,NULL,Field Harvest,No comments
24492,58418,24,1,NULL,Field Harvest,No comments
24493,58419,24,1,NULL,Field Harvest,No comments
24494,58420,24,1,NULL,Field Harvest,No comments
24495,58421,24,1,NULL,Field Harvest,No comments
24496,58422,24,1,NULL,Field Harvest,No comments
24497,58423,24,1,NULL,Field Harvest,No comments
24498,58424,24,1,NULL,Field Harvest,No comments
24499,58425,24,1,NULL,Field Harvest,No comments
24500,58426,24,1,NULL,Field Harvest,No comments
24501,58427,24,1,NULL,Field Harvest,No comments
24502,58428,24,1,NULL,Field Harvest,No comments
24503,58429,24,1,NULL,Field Harvest,No comments
24504,58430,24,1,NULL,Field Harvest,No comments
24505,58431,24,1,NULL,Field Harvest,No comments
24506,58432,24,1,NULL,Field Harvest,No comments
24507,58433,24,1,NULL,Field Harvest,No comments
24508,58434,24,1,NULL,Field Harvest,No comments
24509,58435,24,1,NULL,Field Harvest,No comments
24510,58436,24,1,NULL,Field Harvest,No comments
24511,58437,24,1,NULL,Field Harvest,No comments
24512,58438,24,1,NULL,Field Harvest,No comments
24513,58439,24,1,NULL,Field Harvest,No comments
24514,58440,24,1,NULL,Field Harvest,No comments
24515,58441,24,1,NULL,Field Harvest,No comments
24516,58442,24,1,NULL,Field Harvest,No comments
24517,58443,24,1,NULL,Field Harvest,No comments
24518,58444,24,1,NULL,Field Harvest,No comments
24519,58445,24,1,NULL,Field Harvest,No comments
24520,58446,24,1,NULL,Field Harvest,No comments
24521,58447,24,1,NULL,Field Harvest,No comments
24522,58448,24,1,NULL,Field Harvest,No comments
24523,58449,24,1,NULL,Field Harvest,No comments
24524,58450,24,1,NULL,Field Harvest,No comments
24525,58451,24,1,NULL,Field Harvest,No comments
24526,58552,24,1,NULL,Field Harvest,No comments
24527,58554,24,1,NULL,Field Harvest,No comments
24528,58555,24,1,NULL,Field Harvest,No comments
24529,58556,24,1,NULL,Field Harvest,No comments
24530,58557,24,1,NULL,Field Harvest,No comments
24531,58558,24,1,NULL,Field Harvest,No comments
24532,58559,24,1,NULL,Field Harvest,No comments
24533,58560,24,1,NULL,Field Harvest,No comments
24534,58561,24,1,NULL,Field Harvest,No comments
24535,58562,24,1,NULL,Field Harvest,No comments
24536,58563,24,1,NULL,Field Harvest,No comments
24537,58564,24,1,NULL,Field Harvest,No comments
24538,58565,24,1,NULL,Field Harvest,No comments
24539,58566,24,1,NULL,Field Harvest,No comments
24540,58567,24,1,NULL,Field Harvest,No comments
24541,58569,24,1,NULL,Field Harvest,No comments
24542,58570,24,1,NULL,Field Harvest,No comments
24543,58571,24,1,NULL,Field Harvest,No comments
24544,58572,24,1,NULL,Field Harvest,No comments
24545,58573,24,1,NULL,Field Harvest,No comments
24546,58576,24,1,NULL,Field Harvest,No comments
24547,58577,24,1,NULL,Field Harvest,No comments
24548,58578,24,1,NULL,Field Harvest,No comments
24549,58579,24,1,NULL,Field Harvest,No comments
24550,58580,24,1,NULL,Field Harvest,No comments
24551,58581,24,1,NULL,Field Harvest,No comments
24552,58582,24,1,NULL,Field Harvest,No comments
24553,58583,24,1,NULL,Field Harvest,No comments
24554,58584,24,1,NULL,Field Harvest,No comments
24555,58585,24,1,NULL,Field Harvest,No comments
24556,58586,24,1,NULL,Field Harvest,No comments
24557,58587,24,1,NULL,Field Harvest,No comments
24558,58588,24,1,NULL,Field Harvest,No comments
24559,58589,24,1,NULL,Field Harvest,No comments
24560,58590,24,1,NULL,Field Harvest,No comments
24561,58591,24,1,NULL,Field Harvest,No comments
24562,58592,24,1,NULL,Field Harvest,No comments
24563,58593,24,1,NULL,Field Harvest,No comments
24564,58594,24,1,NULL,Field Harvest,No comments
24565,58596,24,1,NULL,Field Harvest,No comments
24566,58597,24,1,NULL,Field Harvest,No comments
24567,58600,24,1,NULL,Field Harvest,No comments
24568,58601,24,1,NULL,Field Harvest,No comments
24569,58602,24,1,NULL,Field Harvest,No comments
24570,58604,24,1,NULL,Field Harvest,No comments
24571,58605,24,1,NULL,Field Harvest,No comments
24572,58606,24,1,NULL,Field Harvest,No comments
24573,58607,24,1,NULL,Field Harvest,No comments
24574,58608,24,1,NULL,Field Harvest,No comments
24575,58609,24,1,NULL,Field Harvest,No comments
24576,58610,24,1,NULL,Field Harvest,No comments
24577,58611,24,1,NULL,Field Harvest,No comments
24578,58612,24,1,NULL,Field Harvest,No comments
24579,58613,24,1,NULL,Field Harvest,No comments
24580,58614,24,1,NULL,Field Harvest,No comments
24581,58615,24,1,NULL,Field Harvest,No comments
24582,58616,24,1,NULL,Field Harvest,No comments
24583,58617,24,1,NULL,Field Harvest,No comments
24584,58618,24,1,NULL,Field Harvest,No comments
24585,58619,24,1,NULL,Field Harvest,No comments
24586,58620,24,1,NULL,Field Harvest,No comments
24587,58621,24,1,NULL,Field Harvest,No comments
24588,58624,24,1,NULL,Field Harvest,No comments
24589,58625,24,1,NULL,Field Harvest,No comments
24590,58626,24,1,NULL,Field Harvest,No comments
24591,58627,24,1,NULL,Field Harvest,No comments
24592,58628,24,1,NULL,Field Harvest,No comments
24593,58629,24,1,NULL,Field Harvest,No comments
24594,58630,24,1,NULL,Field Harvest,No comments
24595,58631,24,1,NULL,Field Harvest,No comments
24596,58632,24,1,NULL,Field Harvest,No comments
24597,58633,24,1,NULL,Field Harvest,No comments
24598,58634,24,1,NULL,Field Harvest,No comments
24599,58636,24,1,NULL,Field Harvest,No comments
24600,58637,24,1,NULL,Field Harvest,No comments
24601,58639,24,1,NULL,Field Harvest,No comments
24602,58640,24,1,NULL,Field Harvest,No comments
24603,58641,24,1,NULL,Field Harvest,No comments
24604,58642,24,1,NULL,Field Harvest,No comments
24605,58643,24,1,NULL,Field Harvest,No comments
24606,58644,24,1,NULL,Field Harvest,No comments
24607,58645,24,1,NULL,Field Harvest,No comments
24608,58648,24,1,NULL,Field Harvest,No comments
24609,58651,24,1,NULL,Field Harvest,No comments
24610,58652,24,1,NULL,Field Harvest,No comments
24611,58653,24,1,NULL,Field Harvest,No comments
24612,58654,24,1,NULL,Field Harvest,No comments
24613,58655,24,1,NULL,Field Harvest,No comments
24614,58656,24,1,NULL,Field Harvest,No comments
24615,58657,24,1,NULL,Field Harvest,No comments
24616,58658,24,1,NULL,Field Harvest,No comments
24617,58659,24,1,NULL,Field Harvest,No comments
24618,58660,24,1,NULL,Field Harvest,No comments
24619,58661,24,1,NULL,Field Harvest,No comments
24620,58662,24,1,NULL,Field Harvest,No comments
24621,58663,24,1,NULL,Field Harvest,No comments
24622,58665,24,1,NULL,Field Harvest,No comments
24623,58666,24,1,NULL,Field Harvest,No comments
24624,58667,24,1,NULL,Field Harvest,No comments
24625,58668,24,1,NULL,Field Harvest,No comments
24626,58669,24,1,NULL,Field Harvest,No comments
24627,58672,24,1,NULL,Field Harvest,No comments
24628,58673,24,1,NULL,Field Harvest,No comments
24629,58674,24,1,NULL,Field Harvest,No comments
24630,58675,24,1,NULL,Field Harvest,No comments
24631,58676,24,1,NULL,Field Harvest,No comments
24632,58677,24,1,NULL,Field Harvest,No comments
24633,58678,24,1,NULL,Field Harvest,No comments
24634,58679,24,1,NULL,Field Harvest,No comments
24635,58680,24,1,NULL,Field Harvest,No comments
24636,58681,24,1,NULL,Field Harvest,No comments
24637,58682,24,1,NULL,Field Harvest,No comments
24638,58683,24,1,NULL,Field Harvest,No comments
24639,58684,24,1,NULL,Field Harvest,No comments
24640,58685,24,1,NULL,Field Harvest,No comments
24641,58686,24,1,NULL,Field Harvest,No comments
24642,58687,24,1,NULL,Field Harvest,No comments
24643,58688,24,1,NULL,Field Harvest,No comments
24644,58689,24,1,NULL,Field Harvest,No comments
24645,58690,24,1,NULL,Field Harvest,No comments
24646,58691,24,1,NULL,Field Harvest,No comments
24647,58692,24,1,NULL,Field Harvest,No comments
24648,58696,24,1,NULL,Field Harvest,No comments
24649,58697,24,1,NULL,Field Harvest,No comments
24650,58698,24,1,NULL,Field Harvest,No comments
24651,58699,24,1,NULL,Field Harvest,No comments
24652,58700,24,1,NULL,Field Harvest,No comments
24653,58701,24,1,NULL,Field Harvest,No comments
24654,58702,24,1,NULL,Field Harvest,No comments
24655,58703,24,1,NULL,Field Harvest,No comments
24656,58704,24,1,NULL,Field Harvest,No comments
24657,58705,24,1,NULL,Field Harvest,No comments
24658,58706,24,1,NULL,Field Harvest,No comments
24659,58707,24,1,NULL,Field Harvest,No comments
24660,58709,24,1,NULL,Field Harvest,No comments
24661,58710,24,1,NULL,Field Harvest,No comments
24662,58711,24,1,NULL,Field Harvest,No comments
24663,58712,24,1,NULL,Field Harvest,No comments
24664,58713,24,1,NULL,Field Harvest,No comments
24665,58714,24,1,NULL,Field Harvest,No comments
24666,58715,24,1,NULL,Field Harvest,No comments
24667,58716,24,1,NULL,Field Harvest,No comments
24668,58717,24,1,NULL,Field Harvest,No comments
24669,58720,24,1,NULL,Field Harvest,No comments
24670,58721,24,1,NULL,Field Harvest,No comments
24671,58722,24,1,NULL,Field Harvest,No comments
24672,58723,24,1,NULL,Field Harvest,No comments
24673,58724,24,1,NULL,Field Harvest,No comments
24674,58725,24,1,NULL,Field Harvest,No comments
24675,58726,24,1,NULL,Field Harvest,No comments
24676,58727,24,1,NULL,Field Harvest,No comments
24677,58728,24,1,NULL,Field Harvest,No comments
24678,58729,24,1,NULL,Field Harvest,No comments
24679,58730,24,1,NULL,Field Harvest,No comments
24680,58731,24,1,NULL,Field Harvest,No comments
24681,58732,24,1,NULL,Field Harvest,No comments
24682,58733,24,1,NULL,Field Harvest,No comments
24683,58734,24,1,NULL,Field Harvest,No comments
24684,58735,24,1,NULL,Field Harvest,No comments
24685,58736,24,1,NULL,Field Harvest,No comments
24686,58737,24,1,NULL,Field Harvest,No comments
24687,58738,24,1,NULL,Field Harvest,No comments
24688,58740,24,1,NULL,Field Harvest,No comments
24689,58741,24,1,NULL,Field Harvest,No comments
24690,58744,24,1,NULL,Field Harvest,No comments
24691,58745,24,1,NULL,Field Harvest,No comments
24692,58746,24,1,NULL,Field Harvest,No comments
24693,58747,24,1,NULL,Field Harvest,No comments
24694,58749,24,1,NULL,Field Harvest,No comments
24695,58750,24,1,NULL,Field Harvest,No comments
24696,58751,24,1,NULL,Field Harvest,No comments
24697,58752,24,1,NULL,Field Harvest,No comments
24698,58753,24,1,NULL,Field Harvest,No comments
24699,58754,24,1,NULL,Field Harvest,No comments
24700,58755,24,1,NULL,Field Harvest,No comments
24701,58756,24,1,NULL,Field Harvest,No comments
24702,58757,24,1,NULL,Field Harvest,No comments
24703,58759,24,1,NULL,Field Harvest,No comments
24704,58760,24,1,NULL,Field Harvest,No comments
24705,58762,24,1,NULL,Field Harvest,No comments
24706,58764,24,1,NULL,Field Harvest,No comments
24707,58765,24,1,NULL,Field Harvest,No comments
24708,58768,24,1,NULL,Field Harvest,No comments
24709,58769,24,1,NULL,Field Harvest,No comments
24710,58770,24,1,NULL,Field Harvest,No comments
